0 	 244.105350701461
0.25 	 244.105350701461
0.5 	 230.531975592817
0.75 	 217.573168305226
1 	 202.418446368602
1.25 	 189.476645496887
1.5 	 177.472646417105
1.75 	 165.933657557131
2 	 154.92800104532
2.25 	 144.519276823159
2.5 	 134.763627693962
2.75 	 125.707089622128
3 	 117.383326473026
3.25 	 109.812024335588
3.5 	 102.998156527002
3.75 	 96.9322269876567
4 	 91.5914709370735
4.25 	 86.868766388882
4.5 	 82.7217023148482
4.75 	 79.1583049162197
5 	 76.1468327862324
5.25 	 73.6511355043199
5.5 	 71.6328212875256
5.75 	 70.0531267706402
6 	 68.8743969660758
6.25 	 68.0611510393635
6.5 	 67.5807609994408
6.75 	 67.3940475548145
7 	 67.3993612593237
7.25 	 67.579051663428
7.5 	 67.918107803158
7.75 	 68.4030557568306
8 	 69.0228898300467
8.25 	 69.5482231030668
8.5 	 69.6110410198729
8.75 	 70.2182263344521
9 	 75.3801760357252
9.25 	 84.3439531512909
9.5 	 95.4186871786261
9.75 	 107.848876526822
10 	 120.714611268368
10.25 	 129.847589084588
10.5 	 133.211524048026
10.75 	 135.681923823069
11 	 142.796592930407
11.25 	 151.394336338383
11.5 	 156.631711018098
11.75 	 158.631479106245
12 	 158.357315097042
12.25 	 156.70256268396
12.5 	 154.28955550338
12.75 	 151.549017149478
13 	 148.774362805933
13.25 	 146.415585481361
13.5 	 144.706549457856
13.75 	 147.433366903941
14 	 153.708701051546
14.25 	 160.866744037055
14.5 	 168.492985820161
14.75 	 176.532209064511
15 	 185.784006613146
15.25 	 195.528665287258
15.5 	 201.711642031655
15.75 	 202.495087688382
16 	 203.038716972945
16.25 	 208.721193997764
16.5 	 215.413889826774
16.75 	 218.163544151659
17 	 217.705534398919
17.25 	 215.486987556108
17.5 	 212.450399472081
17.75 	 209.195566808458
18 	 206.089065187232
18.25 	 202.801544095954
18.5 	 197.656917588635
18.75 	 189.548707879271
19 	 180.748813863243
19.25 	 168.118456822195
19.5 	 159.113394552902
19.75 	 155.532541318182
20 	 156.949455617164
20.25 	 162.476523510945
20.5 	 171.576532639385
20.75 	 183.754564983495
21 	 198.558196838751
21.25 	 215.509090426442
21.5 	 232.243375952772
21.75 	 248.171861592915
22 	 263.163888602019
22.25 	 277.217187132004
22.5 	 292.686291575076
22.75 	 301.295996875857
23 	 300.779430566988
23.25 	 294.262917652603
23.5 	 283.970459548001
23.75 	 271.487205140376
24 	 257.936698538833
