0 	 209.145309002636
0.25 	 209.145309002636
0.5 	 205.793548959965
0.75 	 202.56395464967
1 	 199.439466819591
1.25 	 196.415670631182
1.5 	 193.49677378759
1.75 	 190.692465598892
2 	 188.015478143722
2.25 	 185.479716588048
2.5 	 183.098857190353
2.75 	 180.885332609136
3 	 178.849638161355
3.25 	 176.999902196568
3.5 	 175.34167059651
3.75 	 173.877860852146
4 	 172.608846013028
4.25 	 171.532633488415
4.5 	 170.645108383879
4.75 	 169.940315782435
5 	 169.410761027229
5.25 	 169.047711494063
5.5 	 168.841487419921
5.75 	 168.78173297029
6 	 168.857661817025
6.25 	 169.058274036472
6.5 	 169.372543138712
6.75 	 169.789573545903
7 	 170.298729911701
7.25 	 170.889740384341
7.5 	 171.554257057702
7.75 	 172.279769687184
8 	 173.059231608463
8.25 	 174.090182776135
8.5 	 176.688986552456
8.75 	 184.178967099567
9 	 195.61325110936
9.25 	 209.114786400758
9.5 	 223.515340627939
9.75 	 237.546286593134
10 	 247.251042442219
10.25 	 250.724658271746
10.5 	 251.905431845934
10.75 	 255.860319901335
11 	 262.915324202379
11.25 	 271.639115488935
11.5 	 277.899429763569
11.75 	 278.70943140242
12 	 275.381731785661
12.25 	 269.975906625889
12.5 	 264.80613779117
12.75 	 264.583509740582
13 	 269.038118929286
13.25 	 276.56921444565
13.5 	 286.016098658018
13.75 	 296.549329113865
14 	 307.584839699462
14.25 	 317.784426814801
14.5 	 322.963408994505
14.75 	 322.058958293754
15 	 317.014825209381
15.25 	 309.348545100465
15.5 	 300.167250229676
15.75 	 290.269096331277
16 	 280.219286655261
16.25 	 272.825418619735
16.5 	 271.420905381312
16.75 	 272.603831449655
17 	 271.582619714906
17.25 	 268.30335402481
17.5 	 263.630067287913
17.75 	 258.187386332695
18 	 252.29170145689
18.25 	 246.139779257239
18.5 	 240.984511153519
18.75 	 241.198430628049
19 	 246.199983583877
19.25 	 254.314499520567
19.5 	 264.424066257927
19.75 	 275.212675835867
20 	 282.618644965619
20.25 	 284.426981005052
20.5 	 282.331760465898
20.75 	 277.803230419005
21 	 271.883076929729
21.25 	 265.297685540484
21.5 	 258.542583242441
21.75 	 251.945443372814
22 	 245.712997780755
22.25 	 239.918770373672
22.5 	 234.686833274388
22.75 	 230.03136100756
23 	 225.937975618879
23.25 	 222.233798222086
23.5 	 218.784585782187
23.75 	 215.491900996612
24 	 212.291338135585
